id,title,price,email,discount_price,slug,category,label,sold_or_rent,picture_count,area,owner_name,phone_number,rooms,bathrooms,floors,Description,location,date,have_parking,have_garden,have_drinage,have_balcony,have_hallRoom,have_diningRoom,have_elevator,have_water,have_electricityBackup,have_securityStaff,have_lift,have_kidsPlayground,have_electricityPole,have_road,have_waterSupply,image,user_id,area_face,built_date,Latitude,Longitude,AP_have_electricity,Ap_have_dining_room,Ap_have_drinage,Ap_have_kids_playground,Ap_have_lift,Ap_have_parking,Ap_have_water_supply,La_have_drinage,La_have_electricity,La_have_road,La_have_water,address
575,"Land For Sale In Budhanilkantha, Kathmandu",70000000,,,,,,SOLD,,938,,,,,,,Kathmandu,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Chabahil, Kathmandu"
576,"Akasedharama Naya Ghar : House For Sale In Kapan, Kathmandu",500000000,,,,,,SOLD,,939,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
577,"12 Ropani Land Is On Sale. : Land For Sale In Nirmal Pokhari, Pokhara",160000000,,,,,,SOLD,,940,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Baluwatar, Kathmandu"
578,"Budhanilkantha Mandikatar Height Home : House For Sale In Mandikatar, Kathmandu",42500000,,,,,,SOLD,,941,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
579,"Budhanilkantha Family Bungalow : House For Sale In Budhanilkantha, Kathmandu",18000000,,,,,,SOLD,,942,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Bhangal, Kathmandu"
580,"30 Ropani Land For Sale. : Land For Sale In Nirmal Pokhari, Pokhara",27500000,,,,,,SOLD,,943,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Prayag Marga-34, Shantinagar, Kathmandu"
581,"Beautiful Semi Bungalow For Sale : House For Sale In Hattigauda, Kathmandu",33000000,,,,,,SOLD,,944,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
582,"House For Sale At Bhangal Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",145000000,,,,,,SOLD,,945,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Tutepani, Satdobato, Lalitpur"
583,"New Homes At Basundhara Chauki : House For Sale In Basundhara, Kathmandu",3700000,,,,,,SOLD,,946,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nayabasti, Imadol, Lalitpur"
584,"Brand New : House For Sale In Buddhanagar, Kathmandu",21000000,,,,,,SOLD,,947,,,,,,,Lalitpur,2073,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Fulbari Marga, Bhaisepati, Lalitpur"
585,"Grandy Home : House For Sale In Tokha, Kathmandu",28500000,,,,,,SOLD,,948,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"solti dobato, Ramkot, Kathmandu"
586,"Golfutar Height Bungalow : House For Sale In Golfutar, Kathmandu",17500000,,,,,,SOLD,,949,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"solti dobato, Ramkot, Kathmandu"
587,"Ganeschok Home : House For Sale In Hattigauda, Kathmandu",15500000,,,,,,SOLD,,950,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"ramkot, Ramkot, Kathmandu"
588,"Beautiful Shaped Land Italitar Hattigauda : Land For Sale In Hattigauda, Kathmandu",15500000,,,,,,SOLD,,951,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"ganesh chowk, Budhanilkantha, Kathmandu"
589,"Grandy Tokhama Naya Ghar : House For Sale In Tokha, Kathmandu",3200000,,,,,,SOLD,,952,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Goma Petrol Pump, Gairidhara, Kathmandu"
590,"Hattigauda Brand New Semi Bungalow : House For Sale In Hattigauda, Kathmandu",250000,,,,,,SOLD,,953,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Basbari, Basbari, Kathmandu"
591,"Basundhara Indreni Colony Home : House For Sale In Basundhara, Kathmandu",3000000,,,,,,SOLD,,954,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"hattigauda, Budhanilkantha, Kathmandu"
592,"Nayabazar Home : House For Sale In Naya Bazar, Kathmandu",2300000,,,,,,SOLD,,955,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Kumari building, Chabahil, Kathmandu"
593,"Pasikot Bungalow : House For Sale In Budhanilkantha, Kathmandu",2000000,,,,,,SOLD,,956,,,,,,,Bhaktapur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"hari guru marga, Nagarkot, Bhaktapur"
594,"7 Ana Bungalow Urgent For Sale : House For Sale In Thulo Bharyang, Kathmandu",400000,,,,,,SOLD,,957,,,,,,,Makwanpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Hetauda, Bhairab Road, Milan marg, Hetauda, Makwanpur"
595,"Dhumbarahi 32 Ana Land : Land For Sale In Dhumbarahi, Kathmandu",1100000,,,,,,SOLD,,958,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Chapali, Kathmandu"
596,"Grandy Home : House For Sale In Tokha, Kathmandu",42000000,,,,,,SOLD,,959,,,,,,,Kathmandu,2045,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"538 Paknajol Marg, Paknajol, Kathmandu"
597,"Hattigaudama Brand New Family Bungalows : House For Sale In Budhanilkantha, Kathmandu",300000,,,,,,SOLD,,960,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Tokha, Tokha, Kathmandu"
598,"Maharajganj Lands : Land For Sale In Maharajgunj, Kathmandu",2500000,,,,,,SOLD,,961,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"pepsicola, Pepsicola, Kathmandu"
599,"Golfutar 8 Ana For Sale : Land For Sale In Golfutar, Kathmandu",4000000,,,,,,SOLD,,962,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"CIVIL HOMES DHAPHAKEL, Dhapakhel, Lalitpur"
600,"Basundhara Beautiful Bungalow : House For Sale In Basundhara, Kathmandu",30000,,,,,,SOLD,,963,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"imadol -4 lalitpur, Imadol, Lalitpur"
601,"Baluwatar 16 Ana Land : Land For Sale In Baluwatar, Kathmandu",19000000,,,,,,SOLD,,964,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Gwarko Colony, Gwarko, Lalitpur"
602,"Jorpati Daachi Plotting Land : Land For Sale In Jorpati, Kathmandu",21000000,,,,,,SOLD,,965,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Westar Apartment, Balkumari, Lalitpur"
603,"3.5 Ana Land On Sale In Kalanki : Land For Sale In Chandragiri, Kathmandu",50000,,,,,,SOLD,,966,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Gairidhara, Naxal, Kathmandu"
604,"Sale-Imperial Apartment Sanepa : Apartment For Sale In Sanepa, Lalitpur",200000,,,,,,SOLD,,967,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nagpokhari, Naxal, Kathmandu"
605,"५ रोपनी, १८ लाख प्रति आना, चोभार/ : Land For Sale In Machhegaun, Kirtipur",110,,,,,,SOLD,,968,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"budanilkantha, Budhanilkantha, Kathmandu"
606,"टुक्रा जग्गा चोभार हाइट मा बिक्रीमा : Land For Sale In Machhegaun, Kirtipur",100000,,,,,,SOLD,,969,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Bhimsen Marg, hadigaon, Naxal, Kathmandu"
607,"Land For Sale In Bardibas, Mahottari",160,,,,,,SOLD,,970,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Siphal, Ratopul, Kathmandu"
608,"Attractive Land For Rent - Suitable For Factory : Land For Rent In Bhadrapur, Jhapa",350000,,,,,,SOLD,,971,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Chauni Road, Soltimode, Kathmandu"
609,"Land At Simara Bazar : Land For Sale In Nijghadh, Bara",3000000,,,,,,SOLD,,972,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"sinamangal, Sinamangal, Kathmandu"
610,"Flat For Rent In Imadol, Lalitpur",200000,,,,,,SOLD,,973,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Tinchuli Chowk, Boudha, Kathmandu"
611,"Brand New : House For Sale In Bhimsengola, Baneshwor, Kathmandu",3000000,,,,,,SOLD,,974,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Arunima Education Foundation, Boudha, Kathmandu"
612,"Brand New House On Sale At Bhimsengola : House For Sale In Old Baneshwor, Kathmandu",150000,,,,,,SOLD,,975,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Kamalpokhari, Gyaneshwor, Kathmandu"
613,"Dhapakhel : Land For Sale In Dhapakhel, Lalitpur",1200000,,,,,,SOLD,,976,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sankha Park, Maharajgunj, Kathmandu"
614,"House For Sale In Syuchatar, Kathmandu",250000,,,,,,SOLD,,977,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Thamel, Thamel, Kathmandu"
615,"Commercial Building : House For Sale In Thulo Bharyang, Kathmandu",120000,,,,,,SOLD,,978,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Teaching Hospital, Maharajgunj, Kathmandu"
616,"2 Storey Beautiful House For Sale At Tinkune : House For Sale In Tinkune, Kathmandu",130000,,,,,,SOLD,,979,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nil sarswotisthan, Lazimpat, Kathmandu"
617,"Luxurious Bungalow : House For Sale In Dhobighat, Lalitpur",150000,,,,,,SOLD,,980,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Ganesh Chowk, Budhanilkantha, Kathmandu"
618,"2BHK FLAT ON RENT AT BALAJU BORATAR (NEAR BANASTHALI KHARIBOT) : House For Rent In Balaju, Kathmandu",2500000,,,,,,SOLD,,981,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Basbari, Basbari, Kathmandu"
619,"Hattiban Height : House For Rent In Hattiban, Lalitpur",150000,,,,,,SOLD,,982,,,,,,,Kathmandu,2067,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Basundhara, Kathmandu"
620,"Land In Chabahil For Sale : Land For Sale In Chabahil, Kathmandu",85000000,,,,,,SOLD,,983,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"green village, Ramkot, Kathmandu"
621,"New House On Sale In Imadol Height : House For Sale In Imadol, Lalitpur",13000000,,,,,,SOLD,,984,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"dahachowk, Dahachowk, khahare, Kathmandu"
622,"2.5 Storey : House For Sale In Sitapaila, Kathmandu",1050000,,,,,,SOLD,,985,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Gongabu, Gongabu, Kathmandu"
623,"House For Sale In Imadol, Lalitpur",80000,,,,,,SOLD,,986,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"medical chowk, Khusibu, Kathmandu"
624,"House For Sale In Imadol, Lalitpur",370000,,,,,,SOLD,,987,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"gumti chowk, Budhanilkantha, Kathmandu"
625,"Royal Durbar Style Classical Bungalow At Golfutar, Budhanilkantha : House For Sale In Golfutar, Kathmandu",2600000,,,,,,SOLD,,988,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"uttar dokha, Lazimpat, Kathmandu"
626,"14 Anna 5 Bhk Bungalow For Sale Mandikatar Height Near Hams Hospital : House For Sale In Mandikatar, Kathmandu",150000,,,,,,SOLD,,989,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Kapan height, Kapan, Kathmandu"
627,"Attractive 11 Anna House For Sale At Dhumbarahi, Inside Ring Road. : House For Sale In Dhumbarahi, Kathmandu",17000000,,,,,,SOLD,,990,,,,,,,Kathmandu,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Buddhachwok, Gothatar, Kathmandu"
628,"House For Sale In Basundhara, Kathmandu",18500000,,,,,,SOLD,,991,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"deuba chowk, Budhanilkantha, Kathmandu"
629,"5 Anna Fully Furnished Bungalow For Sale At Hattigauda, Very Near Highway. : House For Sale In Hattigauda, Kathmandu",3200000,,,,,,SOLD,,992,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Kapan, Kathmandu"
630,"8, 9 And 10 Anna Plot Of Land For Sale At Budhanilkantha Inside Siddhartha Colony. : Land For Sale In Budhanilkantha, Kathmandu",17000000,,,,,,SOLD,,993,,,,,,,Pokhara,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"BharatPokhari-33, Nirmal Pokhari, Pokhara"
631,"16 Anna Land For Sale At Baluwatar Near Alice Restaurant. : Land For Sale In Baluwatar, Kathmandu",2500000,,,,,,SOLD,,994,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Mandikatar, Kathmandu"
632,"3.1 Anna Brand New House For Sale At Greenland Tokha Near Grande : House For Sale In Tokha, Kathmandu",32500000,,,,,,SOLD,,995,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"NA, Budhanilkantha, Kathmandu"
633,"2 Modern Bungalows For Sale At Greenland. : House For Sale In Tokha, Kathmandu",29800000,,,,,,SOLD,,996,,,,,,,Pokhara,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nirmal Pokhari-21, Nirmal Pokhari, Pokhara"
634,"East Facing 6 Anna Land At Rudreshwor, Budhanilkantha, (Road - 20 Ft.) : Land For Sale In Budhanilkantha, Kathmandu",2500000,,,,,,SOLD,,997,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Hattigauda, Kathmandu"
635,"Brand New House For Sale At Bhangal, Budhanilkantha In 20 Feet Road. : House For Sale In Budhanilkantha, Kathmandu",33500000,,,,,,SOLD,,998,,,,,,,Kathmandu,2019,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sundar Basti Bhangal, Budhanilkantha, Kathmandu"
636,"4.75 Brand New Attractive House For Sale At Basundhara : House For Sale In Basundhara, Kathmandu",29900000,,,,,,SOLD,,999,,,,,,,Kathmandu,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Basundhara, Kathmandu"
637,"CLassical Durbar Style 1 Ropani Bungalow For Sale At Chapali : House For Sale In Chapali, Kathmandu",49000000,,,,,,SOLD,,1000,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"buddhanagar, Buddhanagar, Kathmandu"
638,"5 Anna New House For Sale At Bishalnagar, (1 Floor Underground) : House For Sale In Hadigaun, Kathmandu",29900000,,,,,,SOLD,,1001,,,,,,,Kathmandu,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Tokha, Kathmandu"
639,"5.5 Anna New Family Bungalow For Sale At Hattigauda : House For Sale In Hattigauda, Kathmandu",21000000,,,,,,SOLD,,1002,,,,,,,Kathmandu,2069,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Golfutar, Kathmandu"
640,"5 BHK Attractive Semi Bungalow For Sale At Baniyatar, Tokha : House For Sale In Tokha, Kathmandu",100000000,,,,,,SOLD,,1003,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Hattigauda, Kathmandu"
641,"8.2 Anna Full Furnished Bungalow For Sale At Pasikot, Budhanilkantha : House For Sale In Pasikot, Kathmandu",45000000,,,,,,SOLD,,1004,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Hattigauda, Kathmandu"
642,"Classical 17.3 Anna Bungalow For Sale At Sukedhara Chowk Inside Colony : House For Sale In Sukedhara, Kathmandu",3500000,,,,,,SOLD,,1005,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Tokha, Kathmandu"
643,"4.5 Anna Attractive Brand New House For Sale At Jyotinagar, Baluwakhani : House For Sale In Kapan, Kathmandu",33500000,,,,,,SOLD,,1006,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Hattigauda, Kathmandu"
644,"7 Anna 4 BHK Bungalow For Sale In Siddhartha Colony, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",28500000,,,,,,SOLD,,1007,,,,,,,Kathmandu,2071,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Basundhara, Kathmandu"
645,"Magnificent 21 Anna Bungalow For Sale Pasikot, 800 Meters From Main Highway : House For Sale In Pasikot, Kathmandu",50000000,,,,,,SOLD,,1008,,,,,,,Kathmandu,2069,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Naya Bazar, Kathmandu"
646,"5 BHK Beautiful Bungalow For Sale At Dhapasi Height : House For Sale In Dhapasi, Kathmandu",35000000,,,,,,SOLD,,1009,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
647,"12 Anna 6 BHK Fully Furnished Bungalow On Sale At Chapali : House For Sale In Chapali, Kathmandu",49000000,,,,,,SOLD,,1010,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Thulo Bharyang, Kathmandu"
648,"52 Anna 5 BHK Bungalow For Sale/Rent At Dhumbarahi, Only 150 Meters From Ring Road. : House For Sale In Dhumbarahi, Kathmandu",39000000,,,,,,SOLD,,1011,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Dhumbarahi, Kathmandu"
649,"Magnificent 4 BHK 9 Anna Bungalow For Sale At Hepali Height, Golfutar. : House For Sale In Golfutar, Kathmandu",6500000,,,,,,SOLD,,1012,,,,,,,Kathmandu,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Tokha, Kathmandu"
650,"9 Anna Beautiful House For Sale At Maharajgunj In Above 20 Feet Road. : House For Sale In Maharajgunj, Kathmandu",29000000,,,,,,SOLD,,1013,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
651,"8 Anna Bungalow For Sale At Maharajgunj Just Behind Australian Embassy : House For Sale In Maharajgunj, Kathmandu",44500000,,,,,,SOLD,,1014,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Maharajgunj, Kathmandu"
652,"Brand New House For Sale At Samakhusi, Only 150 Meters From Ring Road. : House For Sale In Samakhusi, Kathmandu",5500000,,,,,,SOLD,,1015,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Golfutar, Kathmandu"
653,"6 Anna 5 Bhk House For Sale At Budhanilkantha, 100 Mtrs From Main Road : House For Sale In Budhanilkantha, Kathmandu",3700000,,,,,,SOLD,,1016,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Basundhara, Kathmandu"
654,"4 Anna Brand New House For Sale At Kapan Height : House For Sale In Kapan, Kathmandu",29800000,,,,,,SOLD,,1017,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Baluwatar, Kathmandu"
655,"Marvelous 9 Anna Bungalow For Sale At Golfutar, Hepali Height. : House For Sale In Golfutar, Kathmandu",5700000,,,,,,SOLD,,1018,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Jorpati, Kathmandu"
656,"Kapan Height Small Home : House For Sale In Kapan, Kathmandu",1250000,,,,,,SOLD,,1019,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Bishnudevi , Kalanki, Chandragiri, Kathmandu"
657,"Beautiful : House For Rent In Bishal Nagar, Kathmandu",2000000,,,,,,SOLD,,1020,,,,,,,Lalitpur,2015,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sanepa, Sanepa, Lalitpur"
658,"Kapan Height Home : House For Sale In Kapan, Kathmandu",45000000,,,,,,SOLD,,1021,,,,,,,Kirtipur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Chobhar, Machhegaun, Kirtipur"
659,"Swayambhu Thulobharyang Home : House For Sale In Swayambhu, Kathmandu",1800000,,,,,,SOLD,,1022,,,,,,,Kirtipur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Chobhar Height, Machhegaun, Kirtipur"
660,"Sitapaila Thapachwok Land On Sale : Land For Sale In Sitapaila, Kathmandu",2000000,,,,,,SOLD,,1023,,,,,,,Mahottari,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sindhuli, Ratmata, Bardibas, Mahottari"
661,"Bungalow On Rent At Mandikatar, Dhumbharai : House For Rent In Mandikatar, Kathmandu",220000,,,,,,SOLD,,1024,,,,,,,Jhapa,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sangam Marga, Bhadrapur, Jhapa"
662,"Hattigauda New Bungalow : House For Sale In Hattigauda, Kathmandu",200000,,,,,,SOLD,,1025,,,,,,,Bara,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Simara Bazar, Nijghadh, Bara"
663,"Basundhara Bungalow : House For Sale In Basundhara, Kathmandu",280000,,,,,,SOLD,,1026,,,,,,,Lalitpur,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"OCHHU height, Imadol, Lalitpur"
664,"3 BHK - Fully Furnished : Apartment For Sale In Balkumari, Lalitpur",15000,,,,,,SOLD,,1027,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Bhimsengola, Bhimsengola, Baneshwor, Kathmandu"
665,"Mandikatar Height New Home : House For Sale In Mandikatar, Kathmandu",38700000,,,,,,SOLD,,1028,,,,,,,Kathmandu,2019,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Bhimsengola, Old Baneshwor, Kathmandu"
666,"Pasikot Home : House For Sale In Budhanilkantha, Kathmandu",39000000,,,,,,SOLD,,1029,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Dhapakhel, Dhapakhel, Lalitpur"
667,"26 Per Anna- Grande Hospital Near : Land For Sale In Tokha, Kathmandu",1200000,,,,,,SOLD,,1030,,,,,,,Kathmandu,2072,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Green Village Society, Syuchatar, Kathmandu"
668,"Budhanilkantha 6 Ana Bungalow : House For Sale In Budhanilkantha, Kathmandu",15000000,,,,,,SOLD,,1031,,,,,,,Kathmandu,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nearby ekdhara chwok, Thulo Bharyang, Kathmandu"
669,"Hepali Bungalow For Sale : House For Sale In Golfutar, Kathmandu",155000000,,,,,,SOLD,,1032,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Subidhanagar,Tinkune, Tinkune, Kathmandu"
670,"3.5 Talle| Semi-Commercial House : House For Sale In Tarkeshwor, Kathmandu",32500000,,,,,,SOLD,,1033,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Dhobighat, Dhobighat, Lalitpur"
671,"Land For Sale In Prime Location Bhadrakali, Budhanikantha ~ 28 Aana : Land For Sale In Budhanilkantha, Kathmandu",90000000,,,,,,SOLD,,1034,,,,,,,Kathmandu,2019,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Balaju, Kathmandu, Balaju, Kathmandu"
672,"House For Sale In Imadol, Lalitpur",15000,,,,,,SOLD,,1035,,,,,,,Lalitpur,2012,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Setipakha, Hattiban, Lalitpur"
673,"Full- Furnished : House For Sale In Imadol, Lalitpur",150000,,,,,,SOLD,,1036,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Ganeshthan Temple, Chabahil, Kathmandu"
674,"Samakhusi Homes : House For Sale In Samakhusi, Kathmandu",4500000,,,,,,SOLD,,1037,,,,,,,Lalitpur,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Ochu Height, Imadol, Lalitpur"
675,"New : House For Sale In Imadol, Lalitpur",19000000,,,,,,SOLD,,1038,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"near Aadeshwor Planning, Sitapaila, Kathmandu"
676,"Hattigauda Semibungalow New Home : House For Sale In Hattigauda, Kathmandu",21000000,,,,,,SOLD,,1039,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Opposite of green hill city, Imadol, Lalitpur"
677,"Bhangal Brand New Home : House For Sale In Bhangal, Kathmandu",21500000,,,,,,SOLD,,1040,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Opposite of Green Hill city, Imadol, Lalitpur"
